0	1949300188
1	1949333522
2	1949366855
3	1949400200
4	1949433522
5	1949466866
6	1949500188
7	1949533533
8	1949566855
9	1949600188
10	1949633522
11	1949666866
12	1949700200
13	1949733544
14	1949766866
15	1949800200
16	1949833522
17	1949866866
18	1949900188
19	1949933533
20	1949966855
21	1950000200
22	1950033522
23	1950066855
24	1950100188
25	1950133533
26	1950166855
27	1950200200
28	1950233522
29	1950266855
30	1950300188
31	1950333522
32	1950366866
33	1950400200
34	1950433533
35	1950466877
36	1950500211
37	1950533544
38	1950566877
39	1950600222
40	1950633555
41	1950666855
42	1950700188
43	1950733522
44	1950766866
45	1950800188
46	1950833533
47	1950866866
48	1950900200
49	1950933522
50	1950966855
51	1951000200
52	1951033533
53	1951066855
54	1951100200
55	1951133522
56	1951166866
57	1951200188
58	1951233533
59	1951266866
60	1951300200
61	1951333544
62	1951366877
63	1951400211
64	1951433555
65	1951466888
66	1951500188
67	1951533522
68	1951566855
69	1951600200
70	1951633522
71	1951666855
72	1951700200
73	1951733533
74	1951766866
75	1951800211
76	1951833533
77	1951866877
78	1951900188
79	1951933533
80	1951966855
81	1952000200
82	1952033522
83	1952066855
84	1952100188
85	1952133533
86	1952166855
87	1952200188
88	1952233533
89	1952266866
90	1952300188
91	1952333533
92	1952366855
93	1952400200
94	1952433522
95	1952466866
96	1952500188
97	1952533522
98	1952566866
99	1952600200
100	1952633533
101	1952666866
102	1952700200
103	1952733544
104	1952766855
105	1952800200
106	1952833522
107	1952866866
108	1952900188
109	1952933533
110	1952966866
111	1953000211
112	1953033533
113	1953066866
114	1953100200
115	1953133533
116	1953166855
117	1953200200
118	1953233533
119	1953266866
120	1953300188
121	1953333533
122	1953366855
123	1953400200
124	1953433533
125	1953466877
126	1953500211
127	1953533544
128	1953566877
129	1953600222
130	1953633555
131	1953666855
132	1953700200
133	1953733533
134	1953766866
135	1953800188
136	1953833533
137	1953866855
138	1953900200
139	1953933522
140	1953966866
141	1954000200
142	1954033544
143	1954066866
144	1954100200
145	1954133533
146	1954166877
147	1954200188
148	1954233522
149	1954266866
150	1954300200
151	1954333522
152	1954366866
153	1954400200
154	1954433533
155	1954466855
156	1954500200
157	1954533533
158	1954566866
